img_id,caption_id,caption,caption_ru
26828,573730,A cup with two toothbrushes and toothpaste in it,Чашка с двумя зубными щетками и зубной пастой в ней
70351,224342,A package of tooth brush shaped gum on a table.,Пакет жевательной резинки в форме зубной щетки на столе.
245112,424403,A couple of toothbrushes in a holder in a room.,Пара зубных щеток в держателе в комнате.
385001,716739,A white sink sitting under a bathroom window.,Белая раковина под окном в ванной.
466052,485959,A coffee mug sits in the corner on a counter with several items in it.,Кофейная кружка стоит в углу на прилавке с несколькими предметами в ней.
542145,254899,A toilet and a sink in small bathroom.,Туалет и раковина в маленькой ванной.
245996,809405,A clean bathroom is seen in this image.,На этом изображении видна чистая ванная комната.
44504,355486,A display of toothbrushes and other dental hygiene products,Выставка зубных щеток и других средств гигиены полости рта.
438851,522551,A bag is shown with random small objects lined up.,"Показана сумка со случайными мелкими предметами, выстроенными в ряд."
297440,796187,Cat lying in bathroom sink with assorted grooming supplies on edge.,Кошка лежит в раковине в ванной с различными средствами по уходу на краю.
239376,602200,The bathroom is equipped with several new appliances.,Ванная комната оборудована несколькими новыми приборами.
92051,521974,A bathroom with a white toilet sitting under a window.,Ванная комната с белым унитазом под окном.
562645,376293,A pair of dogs sit on a bathroom rug.,Пара собак сидит на коврике в ванной.
361282,638785,A clock that is on a wooden wall.,Часы висят на деревянной стене.
137402,734506,"A bathroom is shown with a mirror, sink, and shower.","Ванная комната показана с зеркалом, раковиной и душевой кабиной."
578922,29907,A vase of red flowers sits on a bathroom countertop.,Ваза с красными цветами стоит на столешнице в ванной.
63478,399210,A bathroom vanity sink with person products around it.,Раковина в ванной с товарами для лица вокруг нее.
222195,280888,A grey and black cat with a toothbrush on its head.,Серо-черный кот с зубной щеткой на голове.
267515,67735,Toothbrushes and toothpaste lay on the counter by the sink.,Зубные щетки и зубная паста лежали на столе у ​​раковины.
208,76457,A toy dinosaur standing on a sink next to a running faucet.,Игрушечный динозавр стоит на раковине рядом с открытым краном
114303,661558,"A bathroom area with a tub, shelves and a sink.","Ванная комната с ванной, полками и раковиной."
151832,601308,A small bathroom with a toilet and a sink.,Небольшая ванная комната с туалетом и раковиной.
145520,245239,"Cluttered white shelf with tootbrush, toothpaste and hairbrush.","Загроможденная белая полка с зубной щеткой, зубной пастой и расческой."
129001,567359,A bath tub sitting next to a sink in a bathroom.,Ванна рядом с раковиной в ванной комнате.
518287,346953,A toothbrush in a the toothpaste section of a toothbrush holder.,Зубная щетка стоит в секции зубной пасты в держателе зубной щетки.
310532,451043,A white sink and toilet in a small room.,Белая раковина и туалет в маленькой комнате.
564382,327694,a keyboard on a table with a toothbrush a book some sunglasses and coffee,"клавиатура на столе с зубной щеткой, книгой, солнцезащитными очками и кофе"
466583,587907,A bathroom with a standing shower next to a sink and mirror.,Ванная комната со стоячим душем рядом с раковиной и зеркалом.
521359,287196,Small bathroom with toilet and sink connected to each other.,"Небольшая ванная комната с туалетом и раковиной, соединенными друг с другом."
298732,617549,a brown and black counter a bath tub and a mirror and cups,"коричнево-черная стойка, ванна, зеркало и чашки"
62210,417750,a bath room with a toilet a bath tub and a sink,ванная комната с туалетом ванна и раковина
178299,634902,a brown and white cat sitting in a bathroom sink,коричнево-белая кошка сидит в раковине в ванной
19308,4660,An adorable cat rolling around on it's back while holding a toothbrush in it's mouth.,"Очаровательный кот крутится на спине, держа во рту зубную щетку."
119460,791223,Many appliances on the shell of a store with containers,Много вещей на витрине магазина в упаковках
128907,663220,A city at night with a well lit blue building.,Ночной город с хорошо освещенным голубым зданием.
181386,98712,A train coming out of a bridge next to a  river.,Поезд сходит с моста у реки.
209901,711801,A very tall building sitting on the side of a road.,"Очень высокое здание, стоящее на обочине дороги."
517674,623035,A cross walk crossing a street with lots of traffic.,Переход через улицу с интенсивным движением.
497127,738216,A bus parked in front of a building net to a traffic light.,Автобус припарковался перед строительной сеткой на светофоре.
102668,102718,A large white bus drives through an intersection.,Большой белый автобус проезжает перекресток.
123289,322418,A crowded city street filled with traffic at night.,"Переполненная городская улица, заполненная движением в ночное время."
88513,460328,A graffiti covered truck parked in front of a building.,Покрытый граффити грузовик припаркован перед зданием.
560440,436509,"A view of a crosswalk that leads into a intersection. 
","Вид на пешеходный переход, ведущий к перекрестку."
382089,241673,"A fire box with ""ME"" painted on the side.",Топка с надписью «ME» сбоку.
560235,13009,A city intersection at Castro street with three stoplights,Городской перекресток на улице Кастро с тремя светофорами
418696,802547,A street corner with a brown and white building on it.,Угол улицы с коричнево-белым зданием на нем.
49994,232613,A traffic light sitting next to the side of a building.,Светофор сидит рядом со стеной здания.
61520,206329,A street going through a city with tall buildings.,"Улица, проходящая через город с высокими зданиями."
252968,447326,One train riding on the multiple train tracks side by side.,Один поезд едет по нескольким железнодорожным путям бок о бок.
194729,507429,A plaque on the side of a stone bench.,Табличка сбоку от каменной скамьи.
385535,575975,A hard to miss street sign set between two traffic lights.,Дорожный знак на видном месте между двумя светофорами.
354753,312163,A street with traffic lights and cars at night.,Улица со светофорами и машинами ночью.
259452,600654,A city with tall buildings and a large green park.,Город с высокими зданиями и большим зеленым парком.
72050,573423,A city street at night with a green signal.,Улица города ночью с зеленым сигналом.
339974,103569,A traffic signal sitting next to a street at night.,Светофор сидит рядом с улицей ночью.
307074,551545,A traffic light hanging over a road at a cross walk.,Светофор висит над дорогой на перекрестке.
225093,479825,A train with a green and orange stripe is sitting on the tracks.,На рельсах стоит поезд с зелено-оранжевой полосой.
534426,755957,A road that has cars driving under a traffic light.,"Дорога, по которой машины едут под светофором."
133923,730676,A group of vehicles driving down a city street.,Группа автомобилей едет по улице города.
40557,738359,a street light is hanging on a pole,уличный фонарь висит на столбе
474526,290319,A collection of various cars stopped at a stop light.,Группа различных автомобилей остановилась на светофоре.
155451,306282,a green traffic light a street  some buildings and some other lights,зеленый свет светофора улица здания и другие огни
208648,539940,A white and yellow train traveling through a rural country side.,"Бело-желтый поезд, путешествующий по сельской местности."
338105,770808,cars that are stopped at a traffic light,"автомобили, остановившиеся на светофоре"
260307,434478,Some street signs near a big bridge overpass.,Несколько дорожных знаков возле большой эстакады моста.
57149,68122,A school bus and a silver car waiting at a railroad crossing for a train to go past.,Школьный автобус и серебристый вагон ждут на железнодорожном переезде поезда.
83331,555740,a street light that is covered in dirt and rust,"уличный фонарь, покрытый грязью и ржавчиной"
532568,58693,Power lines lined with hundreds of birds at twilight,Линии электропередач с сотнями птиц в сумерках
404781,397227,A red stop light across from a brick building,Красный стоп-сигнал напротив кирпичного здания
369482,760970,a traffic light hanging over a city street,светофор висит над городской улицей
428447,28523,A street sign next to a public road in a city.,Уличный знак рядом с дорогой общего пользования в городе.
266451,425346,a clock tower with a white clock and some buildings,башня с часами с белыми часами и несколько зданий
449793,149429,The two traffic lights are placed on a pole on the road.,Два светофора установлены на столбе на дороге.
6226,580969,A train riding on a track near a forest and traffic signs.,Поезд едет по рельсам рядом с лесом и дорожными знаками.
307598,736922,"a yellow and green train, at stop lights.",желто-зеленый поезд на светофоре.
175867,462296,A wet rain soaked street surrounded by buildings and trees,"Пропитанная мокрым дождем улица, окруженная зданиями и деревьями"
24851,737633,A picture of two stop lights that are red at a busy intersection.,Изображение двух красных стоп-сигналов на оживленном перекрестке.
580041,549796,A city street filled with traffic and parking lights.,"Городская улица, заполненная светофорами и парковочными огнями."
522959,77753,Street signs on an empty city street intersection.,Уличные знаки на пустом перекрестке городских улиц.
166391,187245,A large and wide street covered in lots of traffic lights.,"Большая и широкая улица, покрытая множеством светофоров."
557127,103337,A road with cars on it and a traffic light.,Дорога с машинами на ней и светофором.
340654,79780,The traffic light and street signs sit by a red fire hydrant.,Светофор и уличные знаки сидят у красного пожарного гидранта.
26025,3546,An old Acme factory that is by a stop light.,Старая фабрика Acme у светофора.
199257,775296,a green sign on a pole with a street light,зеленый знак на столбе с уличным фонарем
568554,222900,A green bus driving down a street next to a traffic light.,Зеленый автобус едет по улице рядом со светофором.
335800,242412,A street sign with flags on it and a building in the background.,Уличный знак с флагами на нем и здание на заднем плане.
539436,9391,An SUV trying to enter the road while a truck is driving down it.,"Внедорожник пытается выехать на дорогу, пока по ней едет грузовик."
521634,599595,A street light with many signs on it stands to the foreground of a large building standing beside a naked tree.,"Уличный фонарь с множеством знаков стоит на переднем плане большого здания, стоящего рядом с голым деревом."
513891,798474,Signs indicating a one way with paintings on it,"Знаки, указывающие на один путь с картинами на нем"
332654,72014,A yellow and blue fire hydrant sitting on a sidewalk.,Желтый и синий пожарный гидрант стоит на тротуаре.
323571,344598,A street sign on the street near a building.,Дорожный знак на улице возле здания.
427876,28856,A stop light with green arrows on Woodbine Ave.,Стоп-сигнал с зелеными стрелками на Вудбайн-авеню.
95063,213868,A traffic light with a pedestrian crossing signal.,Светофор с сигналом пешеходного перехода.
258860,110323,A white bicycle parked next to a brown brick wall.,Белый велосипед припаркован рядом с коричневой кирпичной стеной.
309696,133294,A fire hydrant on the side of the road spraying water.,Пожарный гидрант на обочине дороги разбрызгивает воду.
495379,761932,Close up of a red fire hydrant near a sidewalk.,Крупный план красного пожарного гидранта возле тротуара.
185464,63677,A fire hydrant sitting in a front yard next to a sign.,Пожарный гидрант во дворе рядом с вывеской.
5437,46000,A fire hydrant with a blue jacket on top of it.,Пожарный гидрант с синей курткой поверх него.
551170,150144,Some roll down doors  at a building painted with graffiti.,"Ролл-ставни в здании, расписанном граффити."
47367,245641,A dog standing next to a fire hydrant on a sidewalk.,Собака стоит рядом с пожарным гидрантом на тротуаре.
117079,98109,A dumpster sitting in front of a building covered in graffiti.,"Мусорный бак перед зданием, покрытым граффити."
152465,771557,A fire hydrant with a tire underneath it.,Пожарный гидрант с шиной под ним.
363654,428793,A fire hydrant buried in a pile of snow next to a run down building.,"Пожарный гидрант, зарытый в кучу снега рядом с ветхим зданием."
22167,683373,The front of a house is next to some trees.,Фасад дома находится рядом с деревьями.
87481,205526,A fire hydrant covered in snow on a sidewalk.,Занесенный снегом пожарный гидрант на тротуаре.
187495,542197,A fire hydrant stands on a corner of a sidewalk.,Пожарный гидрант стоит на углу тротуара.
283054,20145,A fire hydrant placed in the street just off the curb.,Пожарный гидрант установлен на улице рядом с бордюром.
331223,398370,The red fire hydrant is next to a caution partition.,Красный пожарный гидрант находится рядом с предупредительной перегородкой.
523194,325096,A fire hydrant on the side of a road.,Пожарный гидрант на обочине дороги.
152771,69388,A bike in the middle of an empty parking lot next to trees,Велосипед посреди пустой стоянки рядом с деревьями
34580,507846,A red and white fire hydrant that is next to parking lot.,Красно-белый пожарный гидрант рядом с парковкой.
419080,289150,"A sign sitting next to a sidewalk with a garbage can, traffic cone, and several fire hydrants on it.","Знак рядом с тротуаром с мусорным баком, дорожным конусом и несколькими пожарными гидрантами."
168330,129131,An old clock is illuminated at night on a street corner.,Старые часы освещаются ночью на углу улицы.
178810,581425,A yellow and red fire hydrant sitting next to a tree.,"Желто-красный пожарный гидрант, стоящий рядом с деревом."
511583,470814,A car is parked on a street at night.,Автомобиль припаркован на улице ночью.
333321,601509,The sign is telling us where the train station is located.,"Знак говорит нам, где находится железнодорожная станция."
469721,309864,A fire hydrant in the grass behind a fence.,Пожарный гидрант в траве за забором.
516372,747899,A fire hydrant that is sitting near a car.,"Пожарный гидрант, стоящий возле машины."
217156,331617,A car is traveling under a traffic light.,Автомобиль едет под светофором.
10256,345827,a red fire hidrent with red leaves everywhere surrounding it,красный костер с красными листьями повсюду вокруг него
13159,85191,A sign stating there's a fire hydrant next to it,"Табличка о том, что рядом есть пожарный гидрант."
117792,224950,A red fire hydrant in front of a window with large windows.,Красный пожарный гидрант перед окном с большими окнами.
414133,425822,A sign on small post in grass corner of residential parking lot.,Табличка на небольшом столбе в травяном углу жилой парковки.
21671,347518,There is a broken pink fire hydrant on a sidewalk,На тротуаре стоит сломанный розовый пожарный гидрант.
167422,180165,A red fire hydrant located beside a river of water.,"Красный пожарный гидрант, расположенный у реки с водой."
52005,631253,The yellow fire hydrant is next to the bushes.,Желтый пожарный гидрант находится рядом с кустами.
35105,420629,Red fire hydrant on grass in front of a black street.,Красный пожарный гидрант на траве перед черной улицей.
440559,497641,A yellow fire hydrant sitting next to a manhole with steam pouring out of it.,"Желтый пожарный гидрант стоит рядом с люком, из которого выходит пар."
310703,780044,An old abandoned train at the bottom of a mountain.,Старый заброшенный поезд у подножия горы.
417164,38584,A parking meter machine covered in ice surrounded by snow.,"Парковочный автомат, покрытый льдом в окружении снега."
112928,616457,A water hydrant is seen on the footpath.,На пешеходной дорожке виден гидрант.
372203,422696,A wooden bench and a fire hydrant on a field.,Деревянная скамейка и пожарный гидрант на поле.
274655,686874,this is a bus with an ad for a casino,это автобус с рекламой казино
572604,377268,Red brick building with fire hydrant and car with cloudy sky,Здание из красного кирпича с пожарным гидрантом и автомобилем с облачным небом
186322,292307,A silver rusted looking fire hydrant sitting in the middle of a walkway.,Посеребренный ржавый пожарный гидрант стоит посреди прохода.
461092,661383,A grey brick building with snow outside.,Серое кирпичное здание со снегом снаружи.
377575,29778,A dog is tied to a fire hydrant.,Собака привязана к пожарному гидранту.
29648,234454,A red fire hydrant on a concrete block.,Красный пожарный гидрант на бетонном блоке.
387244,446942,A fire hose sitting on top of a man hole cover near a yellow post.,Пожарный шланг на крыше люка рядом с желтым столбом.
331024,486953,a blurry photo of a yellow fire hydrant,размытое фото желтого пожарного гидранта
102348,598099,a picture of a water hydrant with many snow.,изображение гидранта с большим количеством снега.
199389,673086,A fire hydrant painted so that it has a face on it.,"Пожарный гидрант, нарисованный так, чтобы на нем было лицо."
451014,552527,A blue and yellow fire hydrant sitting on the side of a road.,Синий и желтый пожарный гидрант стоит на обочине дороги.
338826,550201,A fire station with a flag pole in front of it.,Пожарная часть с флагштоком перед ней.
426202,500090,A sidewalk lined with lush green foliage and homes.,Тротуар с пышной зеленью и домами.
384849,647040,A blue van is parked next to a broken fire hydrant.,Синий фургон припаркован рядом со сломанным пожарным гидрантом.
82846,713999,A red trolley car driving down a parking lot.,Красный троллейбус едет по стоянке.
456420,494750,on the street showing a sign on the road,на улице показывая знак на дороге
214698,495311,A red stop sign leaning over on it's side.,Красный знак остановки наклонился на его сторону.
6091,784493,The stop sign is clearly visible at night for us to see.,Ночью хорошо виден знак остановки.
69860,192420,an empty city street with trees and mountains in the background,пустая городская улица с деревьями и горами на заднем плане
28982,120499,A red stop sign sitting on the side of a road.,Красный знак остановки на обочине дороги.
67956,108533,A blue car making a right turn at an intersection.,Синяя машина поворачивает направо на перекрестке.
305634,79504,Street corner signs above a red stop sign.,Знаки угла улицы над красным знаком остановки.
522406,307123,A red stop sign mounted to the top of a metal pole.,Красный знак остановки крепится к металлическому столбу.
535242,732235,a red stop sign is by a road outside,красный знак остановки находится на дороге снаружи
88462,58590,A large yellow school bus stopping on a road.,Большой желтый школьный автобус останавливается на дороге.
350214,560016,There is a stop sign covered in snow.,"Знак стоп, занесенный снегом."
76648,505982,A stop sign that has various stickers on it.,Знак стоп с различными наклейками.
101096,782155,A oool lookign stop sign by a murky bog hill,У мутного болотного холма старый знак стоп
53229,401790,Street signs at an intersection of roads in front of a brick building.,Уличные знаки на пересечении дорог перед кирпичным зданием.
182469,385219,A stop sign sitting above a road barricade.,Знак стоп над баррикадой на дороге.
562737,475228,I stop sign that has another sign below it warning that traffic doesn't stop.,"знак стоп, под которым есть еще один знак, предупреждающий, что движение не останавливается."
143946,69485,A stop sign in the middle of the road,Знак стоп посреди дороги
538533,94739,Street sign at the corner of SW 6th and Spencer,Уличный знак на углу SW 6th и Spencer
424866,567656,A trash truck driving down a street past a red stop sign.,Мусоровоз проезжает по улице мимо красного знака «Стоп».
66263,622340,"A stop sign out in the middle of nowhere with large, rolling hills.",Знак стоп в глуши с большими холмистыми холмами.
575633,13172,A red stop sign next to a road in the middle of nowhere.,Красный знак стоп рядом с дорогой в глуши.
24629,355610,A red stop sign sitting on the side of a street.,Красный знак стоп на обочине улицы.
242869,401723,A fish-eye view of a stop sigh in front of a trailer,Взгляд с высоты птичьего полета на знк стоп перед трейлером
83477,535443,A worn out street sign is at an intersection.,Изношенный дорожный знак стоит на перекрестке.
243810,815987,Two toilets sitting on a sidewalk with a cardboard box.,Два туалета стоят на тротуаре с картонной коробкой.
197090,194833,A red stop sign sitting on the side of a street.,Красный знак остановки на обочине улицы.
496411,697351,A stop sign with a domed tower in the background.,Знак стоп на фоне куполообразной башни.
150129,264161,A school bus on the road with traffic lights next to a forest.,Школьный автобус на дороге со светофором рядом с лесом.
348829,15120,A stop sign is the focal point of an intersection that is covered in snow during the winter.,"Знак «Стоп» — это центр перекрестка, который зимой покрыт снегом."
362123,487727,A wet street with a stop sign on the corner.,"Мокрая улица со знаком ""стоп"" на углу."
257382,814169,a big yellow school bus parked in front of some trees.,"большой желтый школьный автобус, припаркованный перед деревьями."
503277,152634,A stop sign sitting next to a street sign on the side of a road.,Знак стоп рядом с дорожным знаком на обочине дороги.
105291,361790,The stop sign at the corner of North Main and Schoolhouse,Знак стоп на углу North Main и Schoolhouse.
37339,755666,Aoold rustc sign is standing upright in some grass,Старый ржавый знак стоит вертикально в траве
79408,402565,A red stop sign sitting next to a forest.,Красный знак стоп рядом с лесом.
122589,435995,A sign is shown at the edge of a street.,Знак виднеется на краю улицы.
151231,758215,"A stop sign with a sign above it that reads, ""David"". ","Знак стоп с табличкой над ним, на которой написано «David»."
101180,766264,a couple of red lights are on a pole,пара красных огней на столбе
386525,503414,A parked truck in a parking lot next to a tree.,Припаркованный грузовик на стоянке рядом с деревом.
97892,97956,A white demon hovering next to a red stop sign under a one way street sign.,Белый демон парит рядом с красным знаком стоп под знаком улицы с односторонним движением.
293782,450505,A Stop sign is at the corner of a grassy area.,Знак «Стоп» находится на углу газона.
495014,486195,There is a sign with both French and English on it.,табличка на французском и английском языках.
391321,644080,a street light is next to a stop sign,уличный фонарь находится рядом со знаком стоп
321195,271494,A car parked in a metered parking spot.,Автомобиль припаркован на платной стоянке.
233963,289394,A stop sign that is right by a road.,"Знак стоп, который находится прямо у дороги."
84168,387809,A stop sign and a fire hydrant on the corner of a grassy sidewalk.,"Знак ""Стоп"" и пожарный гидрант на углу заросшего травой тротуара."
335177,645911,A round intersection on a surburban street with one floor homes.,Круглый перекресток на пригородной улице с одноэтажными домами.
402313,808228,a red stop sign is hanging on a pole,красный знак стоп висит на столбе
227134,539467,"A red stop sign hanging from a pole with "" Never "" and "" Loving "" painted on it.","Красный знак «Стоп», висящий на столбе с нарисованными на нем «Never» и «Loving»."
500139,121240,A stop sign sits on a street that is lined with cars and a firetruck sits in the distance.,"На улице, запруженной автомобилями, стоит знак «Стоп», а вдалеке виднеется пожарная машина."
45966,109995,"A stop sign posted in a foreign language
",Знак стоп на иностранном языке
222094,694528,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot,Дорога усеяна старыми автомобилями и разбитыми грузовиками с одиноким красно-белым знаком остановки на травянистой стоянке.
199339,365924,"A street sign with the name of two streets and a stop sign, and parked cars and buildings in the distance.","Дорожный знак с названием двух улиц и знак стоп, а вдалеке припаркованные машины и здания."
388487,368308,A patch of wild flowers growing next to a stop sign.,"Участок диких цветов, растущих рядом со знаком «Стоп»."
469609,348632,A pole that has a bunch of street signs on it.,Столб с кучей уличных знаков.
239843,521386,Two street signs on top of a stop sign.,Два дорожных знака над знаком остановки.
121152,197402,A red and white bus parked under an over pass.,Красно-белый автобус припарковался под эстакадой.
260020,384164,A stop and street sign on a pole.,Остановка и дорожный знак на столбе.
471097,427779,A white car parked next to a parking meter in front of a parking garage.,"Белый автомобиль, припаркованный рядом со счетчиком парковки перед гаражом."
554740,799193,Two parking meters take credit cards and allow 2 hour parking,Два парковочных счетчика принимают кредитные карты и позволяют парковаться на 2 часа.
176912,654835,"A drawing of a yellow headphone cord and an ear piece,","Рисунок желтого шнура для наушников и наушника,"
92244,124125,A doll in a dress standing between two parking meters.,Кукла в платье стоит между двумя парковочными метрами.
504970,423308,A toilet that is outside next to a fence.,Туалет на улице за забором.
258674,476865,A parking meter lies askew on a street.,Паркомат лежит криво на улице.
283054,20145,A fire hydrant placed in the street just off the curb.,Пожарный гидрант установлен на улице рядом с бордюром.
433774,632421,A parking meter sitting next to a tall tree.,Паркомат рядом с высоким деревом.
489358,365480,A food truck is parked in front of other cars on the street.,Фургон с едой припаркован перед другими автомобилями на улице.
113935,804642,A long red wall with car brake lights reflecting off it,Длинная красная стена с отражающимися от нее стоп-сигналами автомобиля
185373,479369,A row of parked motorcycles sitting along side of a street.,Ряд припаркованных мотоциклов на обочине улицы.
36861,661684,A parking meter on the side of the street with a ring for attaching bicycles.,Паркомат со стороны улицы с кольцом для крепления велосипедов.
348584,609623,Two parking meters buried in snow with only their fronts showing.,"Два парковочных счетчика, засыпанные снегом, видны только их лицевые стороны."
387150,742194,Parallel parking between the meters on a city street.,Параллельная парковка между метрами на городской улице.
198775,600158,A red and black smart car parked next to a parking meter.,Красно-черный смарт-автомобиль припаркован рядом со счетчиком парковки.
261360,800377,A stuffed frog stuck between two parking meters in front of a car.,Игрушечная лягушка застряла между двумя парковочными счетчиками перед автомобилем.
251379,486304,A parking meter with two heads stands on the street.,На улице стоит паркомат с двумя головками.
565153,521376,a road sign showing to stop on the road near a forest,"дорожный знак, указывающий на остановку на дороге возле леса"
211653,316294,Different types and sizes of parking meters on display.,На выставке представлены паркоматы различных типов и размеров.
182895,41177,A parking lot with a line of parking meters.,Парковка с линией парковочных метров.
557573,589672,A succulent flower has a lime green center.,Сочный цветок имеет светло-зеленую серединку.
577096,797328,some kind of pole that has some writing on it,"какой-то столб, на котором что-то написано"
503252,678894,a green painted parking meter called a donation station,"парковочный счетчик зеленого цвета, называемый станцией пожертвований"
89225,28516,A pole with a speed limit traffic sign posted on it.,Столб с вывешенным на нем знаком ограничения скорости.
269394,618443,Two parking meter that accept credit and debit cards,"Два парковочных счетчика, которые принимают кредитные и дебетовые карты"
416749,261212,Two deer running in the woods by a parking meter.,Два оленя бегут по лесу мимо парковочного счетчика.
496722,465376,A post office box is on the side of a busy street.,Почтовый ящик находится на обочине оживленной улицы.
467062,116667,A picture of two expire time meters on the street,Изображение двух счетчиков времени с истекающим сроком действия на улице
372317,290870,A vintage red tour bus parked on the side of the street.,Винтажный красный туристический автобус припарковался на обочине улицы.
37709,147427,There is a stop sign and two street name signs on one poll,На одном столбе висит знак «Стоп» и две таблички с названием улицы.
33114,449914,A few meters are sitting near an Air plane.,Несколько счетчиков рядом с самолетом Air.
203483,781124,a yellow pole that has a meter on top of it,"желтый столб, на вершине которого находится счетчик"
543985,460476,A parking meter sitting next to a parked car.,Паркомат рядом с припаркованным автомобилем.
149371,489877,A picture of a fire hydrant that is cut in half.,"Изображение пожарного гидранта, разрезанного пополам."
75173,768529,A wooden bench that is next to a meter.,"Деревянная скамейка, которая находится рядом со счетчиком."
462677,220627,A blue parking meter sitting next to a street.,Синий парковочный счетчик рядом с улицей.
92212,200998,a group of cars parked on a street nest to street signs,"группа автомобилей, припаркованных на уличном гнезде, к дорожным знакам"
198139,255661,A car is parked next to an old fashioned parking meter.,Автомобиль припаркован рядом со старомодным паркоматом.
417588,355004,A multi colored parking meter sitting in front of a stairway.,Разноцветный парковочный счетчик перед лестницей.
242345,222039,A window on the side of a building behind a parking meter.,Окно со стороны здания за парковочным счетчиком.
370448,396585,A fire hydrant in front of an empty sidewalk.,Пожарный гидрант перед пустым тротуаром.
115229,38600,A  lawn sitting on a snowy sidewalk by a hydrant.,Газон на заснеженном тротуаре у гидранта.
465537,64380,A red car parked in front of a parking meter on a street.,Красная машина припаркована перед парковочным счетчиком на улице.
51961,737161,a wall with a bunch of graffiti on it,стена с кучей граффити на ней
85353,61764,"A road sign next to a parking lot that reads ""FLAMING LIPS ALLEY"".",Дорожный знак рядом с парковкой с надписью «FLAMING LIPS ALLEY».
67757,311794,"In the evening, a store front sign sits on the sidewalk near a blue car parked at the curb. ","Вечером вывеска магазина висит на тротуаре рядом с синей машиной, припаркованной у обочины."
66973,174672,an image of a parking meter with colorful designs,изображение парковочного счетчика с красочными рисунками
280325,649128,Graffiti decorates the wall in front of a parking meter.,Граффити украшает стену перед парковочным счетчиком.
38186,563755,A truck that is next to a curb with coin meters.,"Грузовик, стоящий рядом с бордюром с счетчиком."
544094,437948,A wooden floor with a parking meter and trees.,Деревянный пол с парковочным счетчиком и деревьями.
53994,526101,A pretty red white and blue parking meter by some shrubs.,Симпатичный красно-бело-синий парковочный счетчик у кустов.
414882,829331,a fancy parking meter sits on the road next to a black car,модный парковочный счетчик стоит на дороге рядом с черной машиной
240764,751016,A parking meter in a parking garage that has a lot of cars.,Парковочный счетчик в гараже с большим количеством автомобилей.
288824,128023,A city street with a firetruck driving down it,"Городская улица, по которой едет пожарная машина"
361321,655621,a coin meter that is next to a parking spot,"счетчик монет, который находится рядом с парковочным местом"
498533,134725,A street scene with a dusting of snow on the car and the ground.,Уличная сцена со снегом на автомобиле и на земле.
306486,370517,The front of a restaurant with outdoor an outdoor dining area.,Перед рестораном с обеденной зоной на открытом воздухе.
231984,312051,a sign out side a very tall building.,вывеска снаружи очень высокого здания.
565012,717603,a digitally manipulated image of cars on a highway at night in the city,цифровое изображение автомобилей на шоссе ночью в городе
135023,217683,A parking meter on the side of a road.,Паркомат на обочине дороги.
196413,784266,A parking meter sitting on the side of a sidewalk.,Паркомат стоит на обочине тротуара.
503183,648903,A doll with articulated joints stares from her perch between two parking meters.,Кукла на шарнирах смотрит со своего места между двумя парковочными метрами.
298722,764737,A rusted pair of chairs next to a table outside in the woods.,Пара ржавых стульев рядом со столом в лесу.
131207,549333,A couple of birds standing on top of  a wooden bench.,"Пара птиц, сидящих на деревянной скамье."
46144,533747,An worn out rainbow colored park bench seat,Изношенное сидение на скамейке в парке цвета радуги
220171,231327,A brown wooden bench sitting up against a wall.,Коричневая деревянная скамейка у стены.
489920,145114,a bench with a wall and pavement,скамья со стеной и тротуаром
434968,17062,A dog walking in the snow with booties on.,Собака гуляет по снегу в ботиночках.
384503,649002,A trolley car driving down the road near several trees.,Троллейбус едет по дороге возле нескольких деревьев.
109894,159457,a clock on a pole on a city street near buildings,часы на столбе на городской улице возле зданий
